Path,Last commit date,Line,Matched phrase,Claim excerpt,Audit handling
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1243,final,final bool reduceMotion;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1246,final,final bool screenReaderEnabled;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1249,final,final bool largeText;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1252,final,final ColorBlindMode colorBlindMode;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1276,final,final delay = index * 0.1;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1277,final,final animation = Tween<double>(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1350,final,final Color color;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1356,final,final paint = Paint(),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1376,final,final String text;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1536,final,final textHeight = calculateRequiredHeight(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1552,final,final String text;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1553,final,final VoidCallback? onPressed;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1554,final,final bool isPrimary;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1555,final,final bool isLoading;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1556,final,final IconData? icon;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1557,final,final bool isExpanded;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1572,final,final textScaleFactor = MediaQuery.of(context).textScaleFactor;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1575,final,final fontSize = 15.0;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1576,final,final lineHeight = AppFontMetrics.cairoLineHeight;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1577,final,final verticalPadding = AppFontMetrics.calculateVerticalPadding(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1672,final,final Widget child;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1673,final,final String debugLabel;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1707,final,final renderBox = context.findRenderObject() as RenderBox?;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1711,final,final hasOverflow = renderBox.hasVisualOverflow;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1726,final,final Widget child;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1789,final,final fontLoader = FontLoader('Cairo');,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1790,final,final fontData = await rootBundle.load('assets/fonts/Cairo-Regular.ttf');,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1895,final,final height1 = AppFontMetrics.calculateRequiredHeight(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1900,final,final height2 = AppFontMetrics.calculateRequiredHeight(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1909,final,final padding = AppFontMetrics.calculateVerticalPadding(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1969,final,final buttonFinder = find.byType(AppEnhancedButton);,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,1970,final,final buttonSize = tester.getSize(buttonFinder);,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2069,100%,✅ **100% عرض كامل** عند textScaleFactor 1.0-2.0,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2070,100%,✅ **100% اتساق** عبر Android/iOS/Web,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2190,final,final hsl = HSLColor.fromColor(color);,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2197,final,final l1 = _relativeLuminance(foreground);,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2198,final,final l2 = _relativeLuminance(background);,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2204,final,final r = _linearize(color.red / 255);,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2205,final,final g = _linearize(color.green / 255);,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2206,final,final b = _linearize(color.blue / 255);,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2410,final,final isDisabled = onPressed == null;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2511,final,final lab1 = _rgbToLab(color1);,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2512,final,final lab2 = _rgbToLab(color2);,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2515,final,final deltaL = lab1[0] - lab2[0];,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2516,final,final deltaA = lab1[1] - lab2[1];,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2517,final,final deltaB = lab1[2] - lab2[2];,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2526,final,final r = color.red / 255.0;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2527,final,final g = color.green / 255.0;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2528,final,final b = color.blue / 255.0;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2615,final,final hasError = errorText != null;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2669,final,final r = (foreground.red * opacity + background.red * (1 - opacity)).round();,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2670,final,final g = (foreground.green * opacity + background.green * (1 - opacity)).round();,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2671,final,final b = (foreground.blue * opacity + background.blue * (1 - opacity)).round();,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2683,final,final compositedBg = calculateCompositedColor(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2689,final,final contrast = StateContrastCalculator._calculateContrast(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2705,final,final isSafe = verifyCompositedContrast(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2807,final,final normalColor = AppStateColors.primaryNormal;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2808,final,final hoveredColor = AppStateColors.primaryHovered;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2809,final,final pressedColor = AppStateColors.primaryPressed;,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2812,final,final deltaENormalHovered = VisualDifferenceCalculator.calculateDeltaE(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2818,final,final deltaENormalPressed = VisualDifferenceCalculator.calculateDeltaE(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2828,final,final contrast = StateContrastCalculator._calculateContrast(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2837,final,final contrast = StateContrastCalculator._calculateContrast(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/design.md,2026-01-02,2846,final,final isSafe = OpacityCompositingDesign.verifyCompositedContrast(,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,223,100%,- 100% من النصوص العادية تحقق نسبة تباين ≥ 4.5:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,224,100%,- 100% من النصوص الكبيرة تحقق نسبة تباين ≥ 3:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,225,100%,- 100% من العناصر التفاعلية تحقق نسبة تباين ≥ 3:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,229,100%,- 100% من الأيقونات الأساسية بحجم ≥ 24x24px,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,230,100%,- 100% من الأزرار بمساحة نقر ≥ 48x48px,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,231,100%,- 100% من النصوص الأساسية بحجم ≥ 15px,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,243,100%,- 100% من الأزرار تعرض النص كاملاً عند textScaleFactor من 1.0 إلى 2.0,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,244,100%,- 100% من الأزرار تعمل بشكل متسق على Android و iOS و Web,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,248,100%,- اجتياز 100% من معايير WCAG 2.1 Level AA,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,262,100%,- 100% من التفاعلات توفر feedback بصري فوري,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,284,مكتمل,1. **نظام الثيمات:** يجب أن يكون نظام الثيمات (lib/core/theme/) موجود ومكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,404,100%,- 100% من النصوص العادية تحقق نسبة تباين ≥ 4.5:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,405,100%,- 100% من النصوص الكبيرة تحقق نسبة تباين ≥ 3:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,406,100%,- 100% من العناصر التفاعلية تحقق نسبة تباين ≥ 3:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,407,100%,- **100% من الحدود تحقق نسبة تباين ≥ 3:1** ⭐ جديد,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,408,100%,- **100% من العناصر المعطلة تحقق نسبة تباين ≥ 3:1** ⭐ جديد,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,412,100%,"- **100% من الأزرار تعرض 5 حالات واضحة: normal, hover, pressed, focused, disabled** ⭐ جديد",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,413,100%,- **100% من العناصر القابلة للتحديد تعرض حالة selected واضحة** ⭐ جديد,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,420,100%,- **100% من العناصر مع opacity تحقق تباين نهائي ≥ 4.5:1** ⭐ جديد,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,424,100%,"- **100% من الحالات الحرجة (disabled, selected, error) تستخدم مؤشر ثانوي غير اللون** ⭐ جديد",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/requirements.md,2025-12-18,425,100%,- **100% من العناصر المعطلة تعرض cursor مناسب** ⭐ جديد,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,147,pass,- ✅ **flutter test: 521 passed (99.6%)**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,196,مكتمل,- [x] 7.7 **✅ إصلاح مشكلة قص واختفاء نص الأزرار (المتطلب 11 - مكتمل بنجاح)**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,197,مكتمل,- **✅ المرحلة 1: البنية الأساسية (مكتملة)**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,206,مكتمل,- **✅ المرحلة 2: Widget الزر المحسّن (مكتملة)**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,216,pass; passing,- ✅ كتابة اختبارات Widget للزر المحسّن (17/17 tests passing),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,217,مكتمل,- **✅ المرحلة 3: الاختبار والتحقق (مكتملة)**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,224,complete; completed,- ✅ توثيق النتائج والمشاكل (Phase 3 Report completed),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,225,مكتمل,- **✅ المرحلة 4: التكامل (مكتملة)**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,232,مكتمل; 100%,- **🎯 الحالة:** ✅ **مكتملة بنجاح 100%**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,290,مكتمل,- [x] 7.7.12 **✅ المرحلة 5: التوثيق النهائي وإكمال المهمة (مكتملة)**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,305,مكتمل,- ✅ 30+ button integrations مكتملة,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,308,مكتمل,- ✅ التوثيق النهائي مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,310,مكتمل; 100%,- **🎯 النتيجة:** ✅ **Task 7.7 مكتمل بنجاح 100%**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,313,مكتمل,- [x] 7.8 **✅ Checkpoint - التحقق من إصلاح مشكلة نص الأزرار (مكتمل)**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,328,مكتمل,- **✅ المعالجة المكتملة:**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,343,100%,- ✅ 100% عرض كامل عند textScaleFactor 1.0-2.0,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,344,100%,- ✅ 100% اتساق عبر المنصات,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,362,pass,- ✅ **flutter test: 521 passed (99.6%)**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,396,no issues,- ✅ **flutter analyze: No issues found!**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,442,no issues,- ✅ **flutter analyze: No issues found!**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,556,no issues,- ✅ **flutter analyze: No issues found!**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,625,pass; passing,- ✅ شاشة العملاء (5+ اختبارات - customers_screen_test.dart - 13 passing),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,626,pass; passing,- ✅ شاشة الفواتير (1+ اختبار - invoices_screen_test.dart - 15 passing),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,627,pass; passing,- ✅ شاشة الإعدادات (3+ اختبارات - settings_screen_test.dart - passing),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,628,pass; passing,- ✅ التنقل (2+ اختبار - main_shell_test.dart - 19 passing),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,647,no issues,- ✅ **flutter analyze للمشروع كله: No issues found!** (0 أخطاء، 0 تحذيرات، 0 معلومات),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,662,pass; passing,- ✅ اختبار شاشة الإعدادات (tests passing),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,689,pass; passing,- ✅ تشغيل الاختبارات الأساسية (243 core widget tests passing),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,690,pass; passing,- ✅ تشغيل اختبارات الشاشات (49 screen widget tests passing),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,691,pass; passing,- ✅ اختبارات الخصائص: 123/123 passing,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,692,no issues,"- ✅ تشغيل flutter analyze (No issues found! 0 errors, 0 warnings)",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,774,مكتمل,- ✅ **30+ button integrations مكتملة**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,776,pass; passing,- ✅ **17/17 AppEnhancedButton tests passing**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,995,مكتمل,- ✅ اختبار على Android (مكتمل - U693CL),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,1059,مكتمل,- ✅ تحديث Task 4: تطبيق خط Cairo مكتمل (FontManager + GoogleFonts fallback),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,1060,مكتمل,- ✅ تحديث Task 16: جميع الاختبارات الجاهزة للتنفيذ مكتملة (العملاء، الفواتير، الإعدادات، التنقل، الأداء),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,1061,no issues,"- ✅ flutter analyze: No issues found! (0 errors, 0 warnings, 0 info)",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,1062,pass; passing,- ✅ اختبارات tokens_test: 10 passing (Color Contrast + Typography + Spacing),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,1065,مكتمل,- ✅ **Task 39 مكتمل: اختبار إمكانية الوصول**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,1075,مكتمل,- ✅ **Task 38 مكتمل جزئياً: اختبار عبر المنصات**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,1076,مكتمل,- ✅ اختبار على Android (U693CL) مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,1128,مكتمل,- ✅ **Tasks 7.7.1 إلى 7.7.11 (اختبارات Properties 29-39):** كلها مكتملة ✅,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,1142,no issues,"- ✅ **flutter analyze للمشروع كله: No issues found!** (0 errors, 0 warnings, 0 info)",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/tasks.md,2026-07-27,1143,pass,- ✅ **اختبارات الخصائص: 123/123 All tests passed!** ✨ (9+ زيادة عن الإصدار 1.6),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,7,مكتمل,**الحالة:** ✅ مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,33,مكتمل,- ⚠️ حالات الأزرار غير مكتملة (60%),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,150,مكتمل,1. ✅ تحديث requirements.md ✅ **مكتمل**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,151,مكتمل,2. ✅ تحديث design.md ✅ **مكتمل**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,152,مكتمل,3. ✅ تحديث tasks.md ✅ **مكتمل**,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,184,100%,- ✅ 100% من النصوص العادية: ≥ 4.5:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,185,100%,- ✅ 100% من النصوص الكبيرة: ≥ 3:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,186,100%,- ✅ 100% من العناصر التفاعلية: ≥ 3:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,187,100%,- 🆕 100% من الحدود: ≥ 3:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,188,100%,- 🆕 100% من العناصر المعطلة: ≥ 3:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,192,100%,- 🆕 100% من الأزرار: 5 حالات واضحة,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,193,100%,- 🆕 100% من العناصر القابلة للتحديد: حالة selected واضحة,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,200,100%,- 🆕 100% من العناصر مع opacity: تباين نهائي ≥ 4.5:1,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,205,100%,- 🆕 100% من الحالات الحرجة: مؤشر ثانوي غير اللون,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,206,100%,- 🆕 100% من العناصر المعطلة: cursor مناسب,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,230,100%,- **تحسين إمكانية الوصول:** 100% امتثال لـ WCAG AA,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/ui-ux-improvements/update-summary.md,2025-12-18,249,مكتمل,**الحالة:** ✅ مكتمل ومعتمد,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,1,final,# Requirements Document: Widget Tests Phase 3 - Final Fixes,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,4,complete,**Feature:** Widget Tests Phase 3 - Complete Remaining Test Fixes,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,15,100%; pass; passing,widget tests to achieve 100% test pass rate (155/155 tests passing).,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,19,complete,- Phase 1: Resolved naming conflicts (Complete),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,20,complete,- Phase 2: Fixed 9 test files with provider overrides (Complete),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,21,pass; passing,- Current Status: 140/155 tests passing (90%),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,22,100%; pass; passing,- Target: 155/155 tests passing (100%),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,30,pass; passing,- **Test Pass Rate**: Percentage of passing tests (passing/total),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,40,pass,"**User Story:** As a developer, I want all widget tests to pass, so",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,45,pass,"1. WHEN all widget tests are executed, THE Test_Suite SHALL pass 155/155",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,46,100%; pass,tests (100% pass rate),Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,51,complete,"3. WHEN tests are executed, THE Test_Suite SHALL complete within 5",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,95,complete,"4. WHEN tests are complete, THE Test_Code SHALL include clear test",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,105,complete,"1. WHEN Phase 3 is complete, THE Documentation SHALL include a",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,114,complete,"4. WHEN the project is complete, THE Documentation SHALL include lessons",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,120,pass,"passes, so that I can confirm all fixes are working correctly.",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,124,pass,"1. WHEN all fixes are applied, THE Test_Suite SHALL pass all widget",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,127,pass,"2. WHEN the full test suite runs, THE Test_Suite SHALL pass all unit",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,130,verified,"3. WHEN tests are verified, THE Test_Suite SHALL run flutter analyze",Claim only — requires implementation/test evidence before verification
